grid-i,grid-j,lon,lat,class
3,50,18.7207912797,47.5265565441,Agricultural + Semi-natural areas + Wetlands
3,51,18.7207912797,47.5324586482,Agricultural + Semi-natural areas + Wetlands
3,52,18.7207912797,47.5383607523,Agricultural + Semi-natural areas + Wetlands
3,53,18.7207912797,47.5442628564,Other roads and associated land
3,54,18.7207912797,47.5501649605,Other roads and associated land
3,55,18.7207912797,47.5560670646,Other roads and associated land
3,56,18.7207912797,47.5619691687,Other roads and associated land
3,58,18.7207912797,47.5737733769,Other roads and associated land
3,59,18.7207912797,47.5796754809,Agricultural + Semi-natural areas + Wetlands
3,60,18.7207912797,47.585577585,Agricultural + Semi-natural areas + Wetlands
3,61,18.7207912797,47.5914796891,Agricultural + Semi-natural areas + Wetlands
3,62,18.7207912797,47.5973817932,Agricultural + Semi-natural areas + Wetlands
3,63,18.7207912797,47.6032838973,Agricultural + Semi-natural areas + Wetlands
3,64,18.7207912797,47.6091860014,Agricultural + Semi-natural areas + Wetlands
4,44,18.7284681701,47.4911439196,Agricultural + Semi-natural areas + Wetlands
4,45,18.7284681701,47.4970460237,Agricultural + Semi-natural areas + Wetlands
4,46,18.7284681701,47.5029481278,Agricultural + Semi-natural areas + Wetlands
4,47,18.7284681701,47.5088502319,Agricultural + Semi-natural areas + Wetlands
4,48,18.7284681701,47.5147523359,Agricultural + Semi-natural areas + Wetlands
4,49,18.7284681701,47.52065444,Agricultural + Semi-natural areas + Wetlands
4,50,18.7284681701,47.5265565441,Agricultural + Semi-natural areas + Wetlands
4,51,18.7284681701,47.5324586482,Agricultural + Semi-natural areas + Wetlands
4,52,18.7284681701,47.5383607523,Agricultural + Semi-natural areas + Wetlands
4,53,18.7284681701,47.5442628564,Agricultural + Semi-natural areas + Wetlands
4,54,18.7284681701,47.5501649605,Other roads and associated land
4,55,18.7284681701,47.5560670646,Other roads and associated land
4,56,18.7284681701,47.5619691687,Other roads and associated land
4,57,18.7284681701,47.5678712728,Other roads and associated land
4,58,18.7284681701,47.5737733769,Agricultural + Semi-natural areas + Wetlands
4,59,18.7284681701,47.5796754809,Agricultural + Semi-natural areas + Wetlands
4,60,18.7284681701,47.585577585,Agricultural + Semi-natural areas + Wetlands
4,61,18.7284681701,47.5914796891,Agricultural + Semi-natural areas + Wetlands
4,62,18.7284681701,47.5973817932,Agricultural + Semi-natural areas + Wetlands
4,63,18.7284681701,47.6032838973,Agricultural + Semi-natural areas + Wetlands
4,64,18.7284681701,47.6091860014,Agricultural + Semi-natural areas + Wetlands
5,44,18.7361450605,47.4911439196,Agricultural + Semi-natural areas + Wetlands
5,45,18.7361450605,47.4970460237,Agricultural + Semi-natural areas + Wetlands
5,46,18.7361450605,47.5029481278,Agricultural + Semi-natural areas + Wetlands
5,47,18.7361450605,47.5088502319,Agricultural + Semi-natural areas + Wetlands
5,48,18.7361450605,47.5147523359,Agricultural + Semi-natural areas + Wetlands
5,49,18.7361450605,47.52065444,Agricultural + Semi-natural areas + Wetlands
5,50,18.7361450605,47.5265565441,Agricultural + Semi-natural areas + Wetlands
5,51,18.7361450605,47.5324586482,Agricultural + Semi-natural areas + Wetlands
5,52,18.7361450605,47.5383607523,Agricultural + Semi-natural areas + Wetlands
5,53,18.7361450605,47.5442628564,Agricultural + Semi-natural areas + Wetlands
5,54,18.7361450605,47.5501649605,Agricultural + Semi-natural areas + Wetlands
5,55,18.7361450605,47.5560670646,Agricultural + Semi-natural areas + Wetlands
5,56,18.7361450605,47.5619691687,Agricultural + Semi-natural areas + Wetlands
5,57,18.7361450605,47.5678712728,Agricultural + Semi-natural areas + Wetlands
5,58,18.7361450605,47.5737733769,Agricultural + Semi-natural areas + Wetlands
5,59,18.7361450605,47.5796754809,Agricultural + Semi-natural areas + Wetlands
5,60,18.7361450605,47.585577585,Agricultural + Semi-natural areas + Wetlands
5,61,18.7361450605,47.5914796891,Agricultural + Semi-natural areas + Wetlands
5,62,18.7361450605,47.5973817932,Agricultural + Semi-natural areas + Wetlands
5,63,18.7361450605,47.6032838973,Agricultural + Semi-natural areas + Wetlands
5,64,18.7361450605,47.6091860014,Agricultural + Semi-natural areas + Wetlands
5,65,18.7361450605,47.6150881055,Agricultural + Semi-natural areas + Wetlands
6,44,18.7438219509,47.4911439196,Agricultural + Semi-natural areas + Wetlands
6,45,18.7438219509,47.4970460237,Discontinuous Dense Urban Fabric (S.L. : 50% -  80%)
6,46,18.7438219509,47.5029481278,Agricultural + Semi-natural areas + Wetlands
6,47,18.7438219509,47.5088502319,Agricultural + Semi-natural areas + Wetlands
6,48,18.7438219509,47.5147523359,Agricultural + Semi-natural areas + Wetlands
6,49,18.7438219509,47.52065444,Agricultural + Semi-natural areas + Wetlands
6,50,18.7438219509,47.5265565441,Agricultural + Semi-natural areas + Wetlands
6,51,18.7438219509,47.5324586482,Agricultural + Semi-natural areas + Wetlands
6,52,18.7438219509,47.5383607523,Agricultural + Semi-natural areas + Wetlands
6,53,18.7438219509,47.5442628564,Agricultural + Semi-natural areas + Wetlands
6,54,18.7438219509,47.5501649605,Agricultural + Semi-natural areas + Wetlands
6,55,18.7438219509,47.5560670646,Agricultural + Semi-natural areas + Wetlands
6,56,18.7438219509,47.5619691687,Agricultural + Semi-natural areas + Wetlands
6,57,18.7438219509,47.5678712728,Agricultural + Semi-natural areas + Wetlands
6,58,18.7438219509,47.5737733769,Agricultural + Semi-natural areas + Wetlands
6,59,18.7438219509,47.5796754809,Agricultural + Semi-natural areas + Wetlands
6,60,18.7438219509,47.585577585,Agricultural + Semi-natural areas + Wetlands
6,61,18.7438219509,47.5914796891,Agricultural + Semi-natural areas + Wetlands
6,62,18.7438219509,47.5973817932,Agricultural + Semi-natural areas + Wetlands
6,63,18.7438219509,47.6032838973,Agricultural + Semi-natural areas + Wetlands
6,64,18.7438219509,47.6091860014,Agricultural + Semi-natural areas + Wetlands
6,65,18.7438219509,47.6150881055,Agricultural + Semi-natural areas + Wetlands
6,66,18.7438219509,47.6209902096,Agricultural + Semi-natural areas + Wetlands
6,67,18.7438219509,47.6268923137,Agricultural + Semi-natural areas + Wetlands
7,44,18.7514988412,47.4911439196,Agricultural + Semi-natural areas + Wetlands
7,45,18.7514988412,47.4970460237,Discontinuous Dense Urban Fabric (S.L. : 50% -  80%)
7,46,18.7514988412,47.5029481278,"Industrial, commercial, public, military and private units"
7,47,18.7514988412,47.5088502319,Agricultural + Semi-natural areas + Wetlands
7,48,18.7514988412,47.5147523359,Agricultural + Semi-natural areas + Wetlands
7,49,18.7514988412,47.52065444,Agricultural + Semi-natural areas + Wetlands
7,50,18.7514988412,47.5265565441,Agricultural + Semi-natural areas + Wetlands
7,51,18.7514988412,47.5324586482,Agricultural + Semi-natural areas + Wetlands
7,52,18.7514988412,47.5383607523,Agricultural + Semi-natural areas + Wetlands
7,53,18.7514988412,47.5442628564,Agricultural + Semi-natural areas + Wetlands
7,54,18.7514988412,47.5501649605,Agricultural + Semi-natural areas + Wetlands
7,55,18.7514988412,47.5560670646,Agricultural + Semi-natural areas + Wetlands
7,56,18.7514988412,47.5619691687,Agricultural + Semi-natural areas + Wetlands
7,57,18.7514988412,47.5678712728,Agricultural + Semi-natural areas + Wetlands
7,58,18.7514988412,47.5737733769,Agricultural + Semi-natural areas + Wetlands
7,59,18.7514988412,47.5796754809,Agricultural + Semi-natural areas + Wetlands
7,60,18.7514988412,47.585577585,Agricultural + Semi-natural areas + Wetlands
7,61,18.7514988412,47.5914796891,Agricultural + Semi-natural areas + Wetlands
7,62,18.7514988412,47.5973817932,Agricultural + Semi-natural areas + Wetlands
7,63,18.7514988412,47.6032838973,Agricultural + Semi-natural areas + Wetlands
7,64,18.7514988412,47.6091860014,Agricultural + Semi-natural areas + Wetlands
7,65,18.7514988412,47.6150881055,Agricultural + Semi-natural areas + Wetlands
7,66,18.7514988412,47.6209902096,Agricultural + Semi-natural areas + Wetlands
7,67,18.7514988412,47.6268923137,Agricultural + Semi-natural areas + Wetlands
7,72,18.7514988412,47.6564028341,Agricultural + Semi-natural areas + Wetlands
7,73,18.7514988412,47.6623049382,Agricultural + Semi-natural areas + Wetlands
8,28,18.7591757316,47.3967102541,Agricultural + Semi-natural areas + Wetlands
8,29,18.7591757316,47.4026123582,Agricultural + Semi-natural areas + Wetlands
8,30,18.7591757316,47.4085144623,Agricultural + Semi-natural areas + Wetlands
8,31,18.7591757316,47.4144165664,Agricultural + Semi-natural areas + Wetlands
8,42,18.7591757316,47.4793397114,Agricultural + Semi-natural areas + Wetlands
8,43,18.7591757316,47.4852418155,Agricultural + Semi-natural areas + Wetlands
8,44,18.7591757316,47.4911439196,Agricultural + Semi-natural areas + Wetlands
8,45,18.7591757316,47.4970460237,Agricultural + Semi-natural areas + Wetlands
8,46,18.7591757316,47.5029481278,Agricultural + Semi-natural areas + Wetlands
8,47,18.7591757316,47.5088502319,Agricultural + Semi-natural areas + Wetlands
8,48,18.7591757316,47.5147523359,Agricultural + Semi-natural areas + Wetlands
8,49,18.7591757316,47.52065444,Agricultural + Semi-natural areas + Wetlands
8,50,18.7591757316,47.5265565441,Agricultural + Semi-natural areas + Wetlands
8,51,18.7591757316,47.5324586482,Agricultural + Semi-natural areas + Wetlands
8,52,18.7591757316,47.5383607523,Agricultural + Semi-natural areas + Wetlands
8,53,18.7591757316,47.5442628564,Agricultural + Semi-natural areas + Wetlands
8,54,18.7591757316,47.5501649605,Agricultural + Semi-natural areas + Wetlands
8,55,18.7591757316,47.5560670646,Agricultural + Semi-natural areas + Wetlands
8,56,18.7591757316,47.5619691687,Agricultural + Semi-natural areas + Wetlands
8,57,18.7591757316,47.5678712728,Agricultural + Semi-natural areas + Wetlands
8,58,18.7591757316,47.5737733769,Agricultural + Semi-natural areas + Wetlands
8,59,18.7591757316,47.5796754809,Agricultural + Semi-natural areas + Wetlands
8,60,18.7591757316,47.585577585,Agricultural + Semi-natural areas + Wetlands
8,61,18.7591757316,47.5914796891,Discontinuous Dense Urban Fabric (S.L. : 50% -  80%)
8,62,18.7591757316,47.5973817932,Agricultural + Semi-natural areas + Wetlands
8,63,18.7591757316,47.6032838973,Agricultural + Semi-natural areas + Wetlands
8,64,18.7591757316,47.6091860014,Agricultural + Semi-natural areas + Wetlands
8,65,18.7591757316,47.6150881055,Agricultural + Semi-natural areas + Wetlands
8,66,18.7591757316,47.6209902096,Agricultural + Semi-natural areas + Wetlands
8,67,18.7591757316,47.6268923137,Agricultural + Semi-natural areas + Wetlands
8,68,18.7591757316,47.6327944178,Forests
8,71,18.7591757316,47.65050073,Agricultural + Semi-natural areas + Wetlands
8,72,18.7591757316,47.6564028341,Agricultural + Semi-natural areas + Wetlands
8,73,18.7591757316,47.6623049382,Agricultural + Semi-natural areas + Wetlands
9,27,18.766852622,47.39080815,Agricultural + Semi-natural areas + Wetlands
9,28,18.766852622,47.3967102541,Agricultural + Semi-natural areas + Wetlands
9,29,18.766852622,47.4026123582,Agricultural + Semi-natural areas + Wetlands
9,30,18.766852622,47.4085144623,Agricultural + Semi-natural areas + Wetlands
9,31,18.766852622,47.4144165664,Agricultural + Semi-natural areas + Wetlands
9,41,18.766852622,47.4734376073,Agricultural + Semi-natural areas + Wetlands
9,42,18.766852622,47.4793397114,Agricultural + Semi-natural areas + Wetlands
9,43,18.766852622,47.4852418155,Agricultural + Semi-natural areas + Wetlands
9,44,18.766852622,47.4911439196,Agricultural + Semi-natural areas + Wetlands
9,45,18.766852622,47.4970460237,Agricultural + Semi-natural areas + Wetlands
9,46,18.766852622,47.5029481278,Agricultural + Semi-natural areas + Wetlands
9,47,18.766852622,47.5088502319,Agricultural + Semi-natural areas + Wetlands
9,48,18.766852622,47.5147523359,Agricultural + Semi-natural areas + Wetlands
9,49,18.766852622,47.52065444,Agricultural + Semi-natural areas + Wetlands
9,50,18.766852622,47.5265565441,Agricultural + Semi-natural areas + Wetlands
9,51,18.766852622,47.5324586482,Agricultural + Semi-natural areas + Wetlands
9,52,18.766852622,47.5383607523,Agricultural + Semi-natural areas + Wetlands
9,53,18.766852622,47.5442628564,Agricultural + Semi-natural areas + Wetlands
9,54,18.766852622,47.5501649605,Agricultural + Semi-natural areas + Wetlands
9,55,18.766852622,47.5560670646,Agricultural + Semi-natural areas + Wetlands
9,56,18.766852622,47.5619691687,Agricultural + Semi-natural areas + Wetlands
9,57,18.766852622,47.5678712728,Agricultural + Semi-natural areas + Wetlands
9,58,18.766852622,47.5737733769,Agricultural + Semi-natural areas + Wetlands
9,59,18.766852622,47.5796754809,Agricultural + Semi-natural areas + Wetlands
9,60,18.766852622,47.585577585,Agricultural + Semi-natural areas + Wetlands
9,61,18.766852622,47.5914796891,Agricultural + Semi-natural areas + Wetlands
9,62,18.766852622,47.5973817932,Agricultural + Semi-natural areas + Wetlands
9,63,18.766852622,47.6032838973,Agricultural + Semi-natural areas + Wetlands
9,64,18.766852622,47.6091860014,Agricultural + Semi-natural areas + Wetlands
9,65,18.766852622,47.6150881055,Agricultural + Semi-natural areas + Wetlands
9,66,18.766852622,47.6209902096,Agricultural + Semi-natural areas + Wetlands
9,67,18.766852622,47.6268923137,Agricultural + Semi-natural areas + Wetlands
9,68,18.766852622,47.6327944178,Agricultural + Semi-natural areas + Wetlands
9,69,18.766852622,47.6386965219,Agricultural + Semi-natural areas + Wetlands
9,71,18.766852622,47.65050073,Agricultural + Semi-natural areas + Wetlands
9,72,18.766852622,47.6564028341,Agricultural + Semi-natural areas + Wetlands
9,73,18.766852622,47.6623049382,Agricultural + Semi-natural areas + Wetlands
10,27,18.7745295124,47.39080815,Agricultural + Semi-natural areas + Wetlands
10,28,18.7745295124,47.3967102541,Agricultural + Semi-natural areas + Wetlands
10,29,18.7745295124,47.4026123582,Agricultural + Semi-natural areas + Wetlands
10,30,18.7745295124,47.4085144623,Agricultural + Semi-natural areas + Wetlands
10,31,18.7745295124,47.4144165664,Agricultural + Semi-natural areas + Wetlands
10,32,18.7745295124,47.4203186705,Agricultural + Semi-natural areas + Wetlands
10,40,18.7745295124,47.4675355032,Agricultural + Semi-natural areas + Wetlands
10,41,18.7745295124,47.4734376073,Agricultural + Semi-natural areas + Wetlands
10,42,18.7745295124,47.4793397114,Agricultural + Semi-natural areas + Wetlands
10,43,18.7745295124,47.4852418155,Agricultural + Semi-natural areas + Wetlands
10,44,18.7745295124,47.4911439196,Agricultural + Semi-natural areas + Wetlands
10,45,18.7745295124,47.4970460237,Agricultural + Semi-natural areas + Wetlands
10,46,18.7745295124,47.5029481278,Agricultural + Semi-natural areas + Wetlands
10,47,18.7745295124,47.5088502319,Agricultural + Semi-natural areas + Wetlands
10,48,18.7745295124,47.5147523359,Construction sites
10,49,18.7745295124,47.52065444,Agricultural + Semi-natural areas + Wetlands
10,50,18.7745295124,47.5265565441,Agricultural + Semi-natural areas + Wetlands
10,51,18.7745295124,47.5324586482,Agricultural + Semi-natural areas + Wetlands
10,52,18.7745295124,47.5383607523,Agricultural + Semi-natural areas + Wetlands
10,53,18.7745295124,47.5442628564,Agricultural + Semi-natural areas + Wetlands
10,54,18.7745295124,47.5501649605,Agricultural + Semi-natural areas + Wetlands
10,55,18.7745295124,47.5560670646,Agricultural + Semi-natural areas + Wetlands
10,56,18.7745295124,47.5619691687,Agricultural + Semi-natural areas + Wetlands
10,57,18.7745295124,47.5678712728,Agricultural + Semi-natural areas + Wetlands
10,58,18.7745295124,47.5737733769,Agricultural + Semi-natural areas + Wetlands
10,59,18.7745295124,47.5796754809,Agricultural + Semi-natural areas + Wetlands
10,60,18.7745295124,47.585577585,Agricultural + Semi-natural areas + Wetlands
10,61,18.7745295124,47.5914796891,Agricultural + Semi-natural areas + Wetlands
10,62,18.7745295124,47.5973817932,Agricultural + Semi-natural areas + Wetlands
10,63,18.7745295124,47.6032838973,Agricultural + Semi-natural areas + Wetlands
10,64,18.7745295124,47.6091860014,Agricultural + Semi-natural areas + Wetlands
10,65,18.7745295124,47.6150881055,Agricultural + Semi-natural areas + Wetlands
10,66,18.7745295124,47.6209902096,Discontinuous Medium Density Urban Fabric (S.L. : 30% - 50%)
10,67,18.7745295124,47.6268923137,Agricultural + Semi-natural areas + Wetlands
10,68,18.7745295124,47.6327944178,Agricultural + Semi-natural areas + Wetlands
10,69,18.7745295124,47.6386965219,Agricultural + Semi-natural areas + Wetlands
10,70,18.7745295124,47.6445986259,Forests
10,71,18.7745295124,47.65050073,Agricultural + Semi-natural areas + Wetlands
10,72,18.7745295124,47.6564028341,Agricultural + Semi-natural areas + Wetlands
10,73,18.7745295124,47.6623049382,Forests
11,25,18.7822064028,47.3790039419,Agricultural + Semi-natural areas + Wetlands
11,26,18.7822064028,47.384906046,Agricultural + Semi-natural areas + Wetlands
11,27,18.7822064028,47.39080815,Agricultural + Semi-natural areas + Wetlands
11,28,18.7822064028,47.3967102541,Agricultural + Semi-natural areas + Wetlands
11,29,18.7822064028,47.4026123582,Agricultural + Semi-natural areas + Wetlands
11,30,18.7822064028,47.4085144623,Agricultural + Semi-natural areas + Wetlands
11,31,18.7822064028,47.4144165664,Agricultural + Semi-natural areas + Wetlands
11,32,18.7822064028,47.4203186705,Agricultural + Semi-natural areas + Wetlands
11,33,18.7822064028,47.4262207746,Agricultural + Semi-natural areas + Wetlands
11,38,18.7822064028,47.455731295,Agricultural + Semi-natural areas + Wetlands
11,39,18.7822064028,47.4616333991,Agricultural + Semi-natural areas + Wetlands
11,40,18.7822064028,47.4675355032,Agricultural + Semi-natural areas + Wetlands
11,41,18.7822064028,47.4734376073,Agricultural + Semi-natural areas + Wetlands
11,42,18.7822064028,47.4793397114,Agricultural + Semi-natural areas + Wetlands
11,43,18.7822064028,47.4852418155,Agricultural + Semi-natural areas + Wetlands
11,44,18.7822064028,47.4911439196,Agricultural + Semi-natural areas + Wetlands
11,45,18.7822064028,47.4970460237,Agricultural + Semi-natural areas + Wetlands
11,46,18.7822064028,47.5029481278,Agricultural + Semi-natural areas + Wetlands
11,47,18.7822064028,47.5088502319,Agricultural + Semi-natural areas + Wetlands
11,48,18.7822064028,47.5147523359,Agricultural + Semi-natural areas + Wetlands
11,49,18.7822064028,47.52065444,Agricultural + Semi-natural areas + Wetlands
11,50,18.7822064028,47.5265565441,Agricultural + Semi-natural areas + Wetlands
11,51,18.7822064028,47.5324586482,Agricultural + Semi-natural areas + Wetlands
11,52,18.7822064028,47.5383607523,Agricultural + Semi-natural areas + Wetlands
11,53,18.7822064028,47.5442628564,Agricultural + Semi-natural areas + Wetlands
11,54,18.7822064028,47.5501649605,Agricultural + Semi-natural areas + Wetlands
11,55,18.7822064028,47.5560670646,Agricultural + Semi-natural areas + Wetlands
11,56,18.7822064028,47.5619691687,Agricultural + Semi-natural areas + Wetlands
11,57,18.7822064028,47.5678712728,Agricultural + Semi-natural areas + Wetlands
11,58,18.7822064028,47.5737733769,Agricultural + Semi-natural areas + Wetlands
11,59,18.7822064028,47.5796754809,Agricultural + Semi-natural areas + Wetlands
11,60,18.7822064028,47.585577585,Agricultural + Semi-natural areas + Wetlands
11,61,18.7822064028,47.5914796891,Agricultural + Semi-natural areas + Wetlands
11,62,18.7822064028,47.5973817932,Agricultural + Semi-natural areas + Wetlands
11,63,18.7822064028,47.6032838973,Agricultural + Semi-natural areas + Wetlands
11,64,18.7822064028,47.6091860014,Agricultural + Semi-natural areas + Wetlands
11,65,18.7822064028,47.6150881055,Agricultural + Semi-natural areas + Wetlands
11,66,18.7822064028,47.6209902096,Agricultural + Semi-natural areas + Wetlands
11,67,18.7822064028,47.6268923137,Agricultural + Semi-natural areas + Wetlands
11,68,18.7822064028,47.6327944178,Agricultural + Semi-natural areas + Wetlands
11,69,18.7822064028,47.6386965219,Agricultural + Semi-natural areas + Wetlands
11,70,18.7822064028,47.6445986259,Agricultural + Semi-natural areas + Wetlands
11,71,18.7822064028,47.65050073,Agricultural + Semi-natural areas + Wetlands
11,72,18.7822064028,47.6564028341,Agricultural + Semi-natural areas + Wetlands
11,73,18.7822064028,47.6623049382,Agricultural + Semi-natural areas + Wetlands
11,74,18.7822064028,47.6682070423,Agricultural + Semi-natural areas + Wetlands
12,24,18.7898832932,47.3731018378,Mineral extraction and dump sites
12,25,18.7898832932,47.3790039419,Agricultural + Semi-natural areas + Wetlands
12,26,18.7898832932,47.384906046,Agricultural + Semi-natural areas + Wetlands
12,27,18.7898832932,47.39080815,Agricultural + Semi-natural areas + Wetlands
12,28,18.7898832932,47.3967102541,Agricultural + Semi-natural areas + Wetlands
12,29,18.7898832932,47.4026123582,Agricultural + Semi-natural areas + Wetlands
12,30,18.7898832932,47.4085144623,Agricultural + Semi-natural areas + Wetlands
12,31,18.7898832932,47.4144165664,Agricultural + Semi-natural areas + Wetlands
12,32,18.7898832932,47.4203186705,Agricultural + Semi-natural areas + Wetlands
12,33,18.7898832932,47.4262207746,Agricultural + Semi-natural areas + Wetlands
12,34,18.7898832932,47.4321228787,Agricultural + Semi-natural areas + Wetlands
12,35,18.7898832932,47.4380249828,Agricultural + Semi-natural areas + Wetlands
12,36,18.7898832932,47.4439270869,Agricultural + Semi-natural areas + Wetlands
12,37,18.7898832932,47.4498291909,Agricultural + Semi-natural areas + Wetlands
12,38,18.7898832932,47.455731295,Agricultural + Semi-natural areas + Wetlands
12,39,18.7898832932,47.4616333991,Agricultural + Semi-natural areas + Wetlands
12,40,18.7898832932,47.4675355032,Agricultural + Semi-natural areas + Wetlands
12,41,18.7898832932,47.4734376073,Water bodies
12,42,18.7898832932,47.4793397114,Agricultural + Semi-natural areas + Wetlands
12,43,18.7898832932,47.4852418155,Agricultural + Semi-natural areas + Wetlands
12,44,18.7898832932,47.4911439196,Agricultural + Semi-natural areas + Wetlands
12,45,18.7898832932,47.4970460237,Agricultural + Semi-natural areas + Wetlands
12,46,18.7898832932,47.5029481278,Agricultural + Semi-natural areas + Wetlands
12,47,18.7898832932,47.5088502319,Agricultural + Semi-natural areas + Wetlands
12,48,18.7898832932,47.5147523359,Agricultural + Semi-natural areas + Wetlands
12,49,18.7898832932,47.52065444,Agricultural + Semi-natural areas + Wetlands
12,50,18.7898832932,47.5265565441,Agricultural + Semi-natural areas + Wetlands
12,51,18.7898832932,47.5324586482,Agricultural + Semi-natural areas + Wetlands
12,52,18.7898832932,47.5383607523,Agricultural + Semi-natural areas + Wetlands
12,53,18.7898832932,47.5442628564,Agricultural + Semi-natural areas + Wetlands
12,54,18.7898832932,47.5501649605,Agricultural + Semi-natural areas + Wetlands
12,55,18.7898832932,47.5560670646,Agricultural + Semi-natural areas + Wetlands
12,56,18.7898832932,47.5619691687,Agricultural + Semi-natural areas + Wetlands
12,57,18.7898832932,47.5678712728,Agricultural + Semi-natural areas + Wetlands
12,58,18.7898832932,47.5737733769,Agricultural + Semi-natural areas + Wetlands
12,59,18.7898832932,47.5796754809,Agricultural + Semi-natural areas + Wetlands
12,60,18.7898832932,47.585577585,Agricultural + Semi-natural areas + Wetlands
12,61,18.7898832932,47.5914796891,Agricultural + Semi-natural areas + Wetlands
12,62,18.7898832932,47.5973817932,Agricultural + Semi-natural areas + Wetlands
12,63,18.7898832932,47.6032838973,Agricultural + Semi-natural areas + Wetlands
12,64,18.7898832932,47.6091860014,Agricultural + Semi-natural areas + Wetlands
12,65,18.7898832932,47.6150881055,Agricultural + Semi-natural areas + Wetlands
12,66,18.7898832932,47.6209902096,Agricultural + Semi-natural areas + Wetlands
12,67,18.7898832932,47.6268923137,Agricultural + Semi-natural areas + Wetlands
12,68,18.7898832932,47.6327944178,Forests
12,69,18.7898832932,47.6386965219,Agricultural + Semi-natural areas + Wetlands
12,70,18.7898832932,47.6445986259,Agricultural + Semi-natural areas + Wetlands
12,71,18.7898832932,47.65050073,Agricultural + Semi-natural areas + Wetlands
12,72,18.7898832932,47.6564028341,Agricultural + Semi-natural areas + Wetlands
12,73,18.7898832932,47.6623049382,Agricultural + Semi-natural areas + Wetlands
12,74,18.7898832932,47.6682070423,Forests
13,23,18.7975601835,47.3671997337,Agricultural + Semi-natural areas + Wetlands
13,24,18.7975601835,47.3731018378,Agricultural + Semi-natural areas + Wetlands
13,25,18.7975601835,47.3790039419,Mineral extraction and dump sites
13,26,18.7975601835,47.384906046,Agricultural + Semi-natural areas + Wetlands
13,27,18.7975601835,47.39080815,Agricultural + Semi-natural areas + Wetlands
13,28,18.7975601835,47.3967102541,Agricultural + Semi-natural areas + Wetlands
13,29,18.7975601835,47.4026123582,Agricultural + Semi-natural areas + Wetlands
13,30,18.7975601835,47.4085144623,Agricultural + Semi-natural areas + Wetlands
13,31,18.7975601835,47.4144165664,Agricultural + Semi-natural areas + Wetlands
13,32,18.7975601835,47.4203186705,Agricultural + Semi-natural areas + Wetlands
13,33,18.7975601835,47.4262207746,Agricultural + Semi-natural areas + Wetlands
13,34,18.7975601835,47.4321228787,Agricultural + Semi-natural areas + Wetlands
13,35,18.7975601835,47.4380249828,Agricultural + Semi-natural areas + Wetlands
13,36,18.7975601835,47.4439270869,Agricultural + Semi-natural areas + Wetlands
13,37,18.7975601835,47.4498291909,Agricultural + Semi-natural areas + Wetlands
13,38,18.7975601835,47.455731295,Agricultural + Semi-natural areas + Wetlands
13,39,18.7975601835,47.4616333991,Agricultural + Semi-natural areas + Wetlands
13,40,18.7975601835,47.4675355032,Water bodies
13,41,18.7975601835,47.4734376073,Agricultural + Semi-natural areas + Wetlands
13,42,18.7975601835,47.4793397114,Agricultural + Semi-natural areas + Wetlands
13,43,18.7975601835,47.4852418155,Agricultural + Semi-natural areas + Wetlands
13,44,18.7975601835,47.4911439196,Agricultural + Semi-natural areas + Wetlands
13,45,18.7975601835,47.4970460237,Agricultural + Semi-natural areas + Wetlands
13,46,18.7975601835,47.5029481278,Agricultural + Semi-natural areas + Wetlands
13,47,18.7975601835,47.5088502319,Agricultural + Semi-natural areas + Wetlands
