grid-i,grid-j,lon,lat,class
8,68,13.0591038712,52.6051125767,Agricultural + Semi-natural areas + Wetlands
8,69,13.0591038712,52.6114179132,Agricultural + Semi-natural areas + Wetlands
8,70,13.0591038712,52.6177232497,Agricultural + Semi-natural areas + Wetlands
8,71,13.0591038712,52.6240285862,Agricultural + Semi-natural areas + Wetlands
8,72,13.0591038712,52.6303339226,Agricultural + Semi-natural areas + Wetlands
8,73,13.0591038712,52.6366392591,Forests
8,74,13.0591038712,52.6429445956,Forests
8,75,13.0591038712,52.6492499321,Forests
8,76,13.0591038712,52.6555552686,Forests
8,77,13.0591038712,52.661860605,Forests
8,78,13.0591038712,52.6681659415,Forests
8,79,13.0591038712,52.674471278,Forests
8,80,13.0591038712,52.6807766145,Forests
8,81,13.0591038712,52.687081951,Forests
8,82,13.0591038712,52.6933872874,Forests
8,83,13.0591038712,52.6996926239,Agricultural + Semi-natural areas + Wetlands
8,84,13.0591038712,52.7059979604,Agricultural + Semi-natural areas + Wetlands
8,85,13.0591038712,52.7123032969,Agricultural + Semi-natural areas + Wetlands
8,86,13.0591038712,52.7186086334,Other roads and associated land
8,87,13.0591038712,52.7249139698,Other roads and associated land
8,88,13.0591038712,52.7312193063,Other roads and associated land
8,89,13.0591038712,52.7375246428,Other roads and associated land
8,90,13.0591038712,52.7438299793,Other roads and associated land
9,13,13.0704180917,52.2583190703,Other roads and associated land
9,14,13.0704180917,52.2646244067,Agricultural + Semi-natural areas + Wetlands
9,15,13.0704180917,52.2709297432,Agricultural + Semi-natural areas + Wetlands
9,16,13.0704180917,52.2772350797,Agricultural + Semi-natural areas + Wetlands
9,17,13.0704180917,52.2835404162,Forests
9,18,13.0704180917,52.2898457527,Forests
9,19,13.0704180917,52.2961510891,Forests
9,20,13.0704180917,52.3024564256,Agricultural + Semi-natural areas + Wetlands
9,21,13.0704180917,52.3087617621,Agricultural + Semi-natural areas + Wetlands
9,22,13.0704180917,52.3150670986,Agricultural + Semi-natural areas + Wetlands
9,23,13.0704180917,52.3213724351,Agricultural + Semi-natural areas + Wetlands
9,24,13.0704180917,52.3276777716,Forests
9,25,13.0704180917,52.333983108,Forests
9,26,13.0704180917,52.3402884445,Railways and associated land
9,27,13.0704180917,52.346593781,Forests
9,28,13.0704180917,52.3528991175,Forests
9,29,13.0704180917,52.359204454,Forests
9,30,13.0704180917,52.3655097904,Forests
9,31,13.0704180917,52.3718151269,Forests
9,32,13.0704180917,52.3781204634,Forests
9,33,13.0704180917,52.3844257999,"Industrial, commercial, public, military and private units"
9,34,13.0704180917,52.3907311364,Railways and associated land
9,35,13.0704180917,52.3970364728,Other roads and associated land
9,36,13.0704180917,52.4033418093,Other roads and associated land
9,37,13.0704180917,52.4096471458,Other roads and associated land
9,38,13.0704180917,52.4159524823,Green urban areas
9,39,13.0704180917,52.4222578188,Water bodies
9,40,13.0704180917,52.4285631552,Water bodies
9,41,13.0704180917,52.4348684917,Forests
9,42,13.0704180917,52.4411738282,Forests
9,43,13.0704180917,52.4474791647,Forests
9,44,13.0704180917,52.4537845012,Forests
9,45,13.0704180917,52.4600898377,Forests
9,46,13.0704180917,52.4663951741,"Industrial, commercial, public, military and private units"
9,47,13.0704180917,52.4727005106,"Industrial, commercial, public, military and private units"
9,48,13.0704180917,52.4790058471,Forests
9,49,13.0704180917,52.4853111836,Forests
9,50,13.0704180917,52.4916165201,Forests
9,51,13.0704180917,52.4979218565,Forests
9,52,13.0704180917,52.504227193,Forests
9,53,13.0704180917,52.5105325295,Forests
9,54,13.0704180917,52.516837866,Forests
9,55,13.0704180917,52.5231432025,Agricultural + Semi-natural areas + Wetlands
9,56,13.0704180917,52.5294485389,Other roads and associated land
9,57,13.0704180917,52.5357538754,Fast transit roads and associated land
9,58,13.0704180917,52.5420592119,Agricultural + Semi-natural areas + Wetlands
9,59,13.0704180917,52.5483645484,Agricultural + Semi-natural areas + Wetlands
9,60,13.0704180917,52.5546698849,Other roads and associated land
9,61,13.0704180917,52.5609752213,Other roads and associated land
9,62,13.0704180917,52.5672805578,Other roads and associated land
9,63,13.0704180917,52.5735858943,Other roads and associated land
9,64,13.0704180917,52.5798912308,Other roads and associated land
9,65,13.0704180917,52.5861965673,Other roads and associated land
9,66,13.0704180917,52.5925019037,Agricultural + Semi-natural areas + Wetlands
9,67,13.0704180917,52.5988072402,Agricultural + Semi-natural areas + Wetlands
9,68,13.0704180917,52.6051125767,Agricultural + Semi-natural areas + Wetlands
9,69,13.0704180917,52.6114179132,Agricultural + Semi-natural areas + Wetlands
9,70,13.0704180917,52.6177232497,Agricultural + Semi-natural areas + Wetlands
9,71,13.0704180917,52.6240285862,Agricultural + Semi-natural areas + Wetlands
9,72,13.0704180917,52.6303339226,Agricultural + Semi-natural areas + Wetlands
9,73,13.0704180917,52.6366392591,Forests
9,74,13.0704180917,52.6429445956,Agricultural + Semi-natural areas + Wetlands
9,75,13.0704180917,52.6492499321,Forests
9,76,13.0704180917,52.6555552686,Forests
9,77,13.0704180917,52.661860605,Forests
9,78,13.0704180917,52.6681659415,Forests
9,79,13.0704180917,52.674471278,Forests
9,80,13.0704180917,52.6807766145,Forests
9,81,13.0704180917,52.687081951,Forests
9,82,13.0704180917,52.6933872874,Forests
9,83,13.0704180917,52.6996926239,Agricultural + Semi-natural areas + Wetlands
9,84,13.0704180917,52.7059979604,Agricultural + Semi-natural areas + Wetlands
9,85,13.0704180917,52.7123032969,Agricultural + Semi-natural areas + Wetlands
9,86,13.0704180917,52.7186086334,Other roads and associated land
9,87,13.0704180917,52.7249139698,Other roads and associated land
9,88,13.0704180917,52.7312193063,Other roads and associated land
9,89,13.0704180917,52.7375246428,Other roads and associated land
9,90,13.0704180917,52.7438299793,Other roads and associated land
10,11,13.0817323122,52.2457083973,Agricultural + Semi-natural areas + Wetlands
10,12,13.0817323122,52.2520137338,Agricultural + Semi-natural areas + Wetlands
10,13,13.0817323122,52.2583190703,Agricultural + Semi-natural areas + Wetlands
10,14,13.0817323122,52.2646244067,Agricultural + Semi-natural areas + Wetlands
10,15,13.0817323122,52.2709297432,Agricultural + Semi-natural areas + Wetlands
10,16,13.0817323122,52.2772350797,Agricultural + Semi-natural areas + Wetlands
10,17,13.0817323122,52.2835404162,Forests
10,18,13.0817323122,52.2898457527,Forests
10,19,13.0817323122,52.2961510891,Forests
10,20,13.0817323122,52.3024564256,Forests
10,21,13.0817323122,52.3087617621,Forests
10,22,13.0817323122,52.3150670986,Agricultural + Semi-natural areas + Wetlands
10,23,13.0817323122,52.3213724351,Agricultural + Semi-natural areas + Wetlands
10,24,13.0817323122,52.3276777716,Forests
10,25,13.0817323122,52.333983108,Forests
10,26,13.0817323122,52.3402884445,Forests
10,27,13.0817323122,52.346593781,Agricultural + Semi-natural areas + Wetlands
10,28,13.0817323122,52.3528991175,Forests
10,29,13.0817323122,52.359204454,Forests
10,30,13.0817323122,52.3655097904,Forests
10,31,13.0817323122,52.3718151269,Forests
10,32,13.0817323122,52.3781204634,"Industrial, commercial, public, military and private units"
10,33,13.0817323122,52.3844257999,"Industrial, commercial, public, military and private units"
10,34,13.0817323122,52.3907311364,"Industrial, commercial, public, military and private units"
10,35,13.0817323122,52.3970364728,Green urban areas
10,36,13.0817323122,52.4033418093,Water bodies
10,37,13.0817323122,52.4096471458,Water bodies
10,38,13.0817323122,52.4159524823,Water bodies
10,39,13.0817323122,52.4222578188,Water bodies
10,40,13.0817323122,52.4285631552,Forests
10,41,13.0817323122,52.4348684917,Forests
10,42,13.0817323122,52.4411738282,Forests
10,43,13.0817323122,52.4474791647,Forests
10,44,13.0817323122,52.4537845012,Forests
10,45,13.0817323122,52.4600898377,Forests
10,46,13.0817323122,52.4663951741,"Industrial, commercial, public, military and private units"
10,47,13.0817323122,52.4727005106,"Industrial, commercial, public, military and private units"
10,48,13.0817323122,52.4790058471,Forests
10,49,13.0817323122,52.4853111836,Forests
10,50,13.0817323122,52.4916165201,Forests
10,51,13.0817323122,52.4979218565,Forests
10,52,13.0817323122,52.504227193,Agricultural + Semi-natural areas + Wetlands
10,53,13.0817323122,52.5105325295,Forests
10,54,13.0817323122,52.516837866,Forests
10,55,13.0817323122,52.5231432025,Agricultural + Semi-natural areas + Wetlands
10,56,13.0817323122,52.5294485389,Forests
10,57,13.0817323122,52.5357538754,"Industrial, commercial, public, military and private units"
10,58,13.0817323122,52.5420592119,Agricultural + Semi-natural areas + Wetlands
10,59,13.0817323122,52.5483645484,Agricultural + Semi-natural areas + Wetlands
10,60,13.0817323122,52.5546698849,Discontinuous Dense Urban Fabric (S.L. : 50% -  80%)
10,61,13.0817323122,52.5609752213,Discontinuous Dense Urban Fabric (S.L. : 50% -  80%)
10,62,13.0817323122,52.5672805578,Discontinuous Medium Density Urban Fabric (S.L. : 30% - 50%)
10,63,13.0817323122,52.5735858943,Discontinuous Medium Density Urban Fabric (S.L. : 30% - 50%)
10,64,13.0817323122,52.5798912308,Discontinuous Medium Density Urban Fabric (S.L. : 30% - 50%)
10,65,13.0817323122,52.5861965673,Forests
10,66,13.0817323122,52.5925019037,Agricultural + Semi-natural areas + Wetlands
10,67,13.0817323122,52.5988072402,Agricultural + Semi-natural areas + Wetlands
10,68,13.0817323122,52.6051125767,Agricultural + Semi-natural areas + Wetlands
10,69,13.0817323122,52.6114179132,Agricultural + Semi-natural areas + Wetlands
10,70,13.0817323122,52.6177232497,Agricultural + Semi-natural areas + Wetlands
10,71,13.0817323122,52.6240285862,Agricultural + Semi-natural areas + Wetlands
10,72,13.0817323122,52.6303339226,Agricultural + Semi-natural areas + Wetlands
10,73,13.0817323122,52.6366392591,Agricultural + Semi-natural areas + Wetlands
10,74,13.0817323122,52.6429445956,Agricultural + Semi-natural areas + Wetlands
10,75,13.0817323122,52.6492499321,Forests
10,76,13.0817323122,52.6555552686,Forests
10,77,13.0817323122,52.661860605,Forests
10,78,13.0817323122,52.6681659415,Forests
10,79,13.0817323122,52.674471278,Forests
10,80,13.0817323122,52.6807766145,Forests
10,81,13.0817323122,52.687081951,Forests
10,82,13.0817323122,52.6933872874,Forests
10,83,13.0817323122,52.6996926239,Agricultural + Semi-natural areas + Wetlands
10,84,13.0817323122,52.7059979604,Agricultural + Semi-natural areas + Wetlands
10,85,13.0817323122,52.7123032969,Agricultural + Semi-natural areas + Wetlands
10,86,13.0817323122,52.7186086334,Other roads and associated land
10,87,13.0817323122,52.7249139698,Other roads and associated land
10,88,13.0817323122,52.7312193063,Other roads and associated land
10,89,13.0817323122,52.7375246428,Other roads and associated land
10,90,13.0817323122,52.7438299793,Other roads and associated land
10,91,13.0817323122,52.7501353158,Other roads and associated land
10,95,13.0817323122,52.7753566617,Other roads and associated land
10,96,13.0817323122,52.7816619982,Other roads and associated land
11,10,13.0930465327,52.2394030608,Agricultural + Semi-natural areas + Wetlands
11,11,13.0930465327,52.2457083973,Agricultural + Semi-natural areas + Wetlands
11,12,13.0930465327,52.2520137338,Agricultural + Semi-natural areas + Wetlands
11,13,13.0930465327,52.2583190703,Agricultural + Semi-natural areas + Wetlands
11,14,13.0930465327,52.2646244067,Agricultural + Semi-natural areas + Wetlands
11,15,13.0930465327,52.2709297432,Agricultural + Semi-natural areas + Wetlands
11,16,13.0930465327,52.2772350797,Forests
11,17,13.0930465327,52.2835404162,Forests
11,18,13.0930465327,52.2898457527,Mineral extraction and dump sites
11,19,13.0930465327,52.2961510891,Forests
11,20,13.0930465327,52.3024564256,Forests
11,21,13.0930465327,52.3087617621,Agricultural + Semi-natural areas + Wetlands
11,22,13.0930465327,52.3150670986,Agricultural + Semi-natural areas + Wetlands
11,23,13.0930465327,52.3213724351,Agricultural + Semi-natural areas + Wetlands
11,24,13.0930465327,52.3276777716,Forests
11,25,13.0930465327,52.333983108,Forests
11,26,13.0930465327,52.3402884445,Agricultural + Semi-natural areas + Wetlands
11,27,13.0930465327,52.346593781,Agricultural + Semi-natural areas + Wetlands
11,28,13.0930465327,52.3528991175,Agricultural + Semi-natural areas + Wetlands
11,29,13.0930465327,52.359204454,Discontinuous Dense Urban Fabric (S.L. : 50% -  80%)
11,30,13.0930465327,52.3655097904,Discontinuous Dense Urban Fabric (S.L. : 50% -  80%)
11,31,13.0930465327,52.3718151269,Discontinuous Medium Density Urban Fabric (S.L. : 30% - 50%)
11,32,13.0930465327,52.3781204634,Discontinuous Dense Urban Fabric (S.L. : 50% -  80%)
11,33,13.0930465327,52.3844257999,Sports and leisure facilities
11,34,13.0930465327,52.3907311364,Continuous Urban Fabric (S.L. > 80%)
11,35,13.0930465327,52.3970364728,Continuous Urban Fabric (S.L. > 80%)
11,36,13.0930465327,52.4033418093,Green urban areas
11,37,13.0930465327,52.4096471458,Green urban areas
11,38,13.0930465327,52.4159524823,Water bodies
11,39,13.0930465327,52.4222578188,Water bodies
11,40,13.0930465327,52.4285631552,Green urban areas
11,41,13.0930465327,52.4348684917,Forests
11,42,13.0930465327,52.4411738282,Forests
11,43,13.0930465327,52.4474791647,Forests
11,44,13.0930465327,52.4537845012,Forests
11,45,13.0930465327,52.4600898377,Forests
11,46,13.0930465327,52.4663951741,Forests
11,47,13.0930465327,52.4727005106,Forests
11,48,13.0930465327,52.4790058471,Forests
11,49,13.0930465327,52.4853111836,Forests
11,50,13.0930465327,52.4916165201,Forests
11,51,13.0930465327,52.4979218565,Forests
11,52,13.0930465327,52.504227193,Forests
11,53,13.0930465327,52.5105325295,Forests
11,54,13.0930465327,52.516837866,Forests
11,55,13.0930465327,52.5231432025,Forests
11,56,13.0930465327,52.5294485389,Agricultural + Semi-natural areas + Wetlands
11,57,13.0930465327,52.5357538754,Agricultural + Semi-natural areas + Wetlands
11,58,13.0930465327,52.5420592119,Agricultural + Semi-natural areas + Wetlands
11,59,13.0930465327,52.5483645484,Agricultural + Semi-natural areas + Wetlands
11,60,13.0930465327,52.5546698849,Discontinuous Dense Urban Fabric (S.L. : 50% -  80%)
11,61,13.0930465327,52.5609752213,Discontinuous Medium Density Urban Fabric (S.L. : 30% - 50%)
11,62,13.0930465327,52.5672805578,Discontinuous Dense Urban Fabric (S.L. : 50% -  80%)
11,63,13.0930465327,52.5735858943,Discontinuous Dense Urban Fabric (S.L. : 50% -  80%)
11,64,13.0930465327,52.5798912308,Discontinuous Medium Density Urban Fabric (S.L. : 30% - 50%)
11,65,13.0930465327,52.5861965673,Forests
11,66,13.0930465327,52.5925019037,Agricultural + Semi-natural areas + Wetlands
11,67,13.0930465327,52.5988072402,Agricultural + Semi-natural areas + Wetlands
11,68,13.0930465327,52.6051125767,Forests
11,69,13.0930465327,52.6114179132,Forests
11,70,13.0930465327,52.6177232497,Agricultural + Semi-natural areas + Wetlands
11,71,13.0930465327,52.6240285862,Forests
11,72,13.0930465327,52.6303339226,Agricultural + Semi-natural areas + Wetlands
11,73,13.0930465327,52.6366392591,Agricultural + Semi-natural areas + Wetlands
11,74,13.0930465327,52.6429445956,Agricultural + Semi-natural areas + Wetlands
11,75,13.0930465327,52.6492499321,Forests
11,76,13.0930465327,52.6555552686,Forests
11,77,13.0930465327,52.661860605,Forests
11,78,13.0930465327,52.6681659415,Forests
11,79,13.0930465327,52.674471278,Forests
11,80,13.0930465327,52.6807766145,Forests
11,81,13.0930465327,52.687081951,Agricultural + Semi-natural areas + Wetlands
11,82,13.0930465327,52.6933872874,Agricultural + Semi-natural areas + Wetlands
11,83,13.0930465327,52.6996926239,Agricultural + Semi-natural areas + Wetlands
11,84,13.0930465327,52.7059979604,Agricultural + Semi-natural areas + Wetlands
11,85,13.0930465327,52.7123032969,Agricultural + Semi-natural areas + Wetlands
